anno_idx,imdbid,text_gt,text_gt_wo_char,gt_action
1361,tt0583461,"Chandler stares at Robert's crotch, then looks away.","He stares at his crotch, then looks away.","['He stares at his crotch.', 'He looks away.']"
1362,tt0583461,He glances back and jumps to his feet.,He glances back and jumps to his feet.,"['He glances back.', 'He jumps to his feet.']"
1363,tt0583461,Chandler examines the counter as Ross stands.,He examines the counter as he stands.,['He examines the counter as he stands.']
1364,tt0583461,Chandler bites his lip as he grasps for words.,He bites his lip as he grasps for words.,"['He bites his lip.', 'He grasps for words.']"
1365,tt0583461,Ross makes a face at his friend.,He makes a face at him.,['He makes a face at him.']
1366,tt0583461,Chandler blinks as he stares off.,He blinks as he stares off.,"['He blinks.', 'He stares off.']"
1367,tt0583461,Ross walks over to the couple.,He walks over to the couple.,['He walks over to the couple.']
1368,tt0583461,"Ross looks at Robert's crotch, then doubles over and hangs his head.","He looks at his crotch, then doubles over and hangs his head.","['He looks at his crotch.', 'He doubles over.', 'He hangs his head.']"
1369,tt0583461,He goes back over to Chandler.,He goes back over to him.,"['He goes back.', 'He goes over to him.']"
1370,tt0583461,He grabs a coffee mug.,He grabs a coffee mug.,['He grabs a coffee mug.']
1371,tt0583461,Ross nods.,He nods.,['He nods.']
1372,tt0583461,"Now, Monica washes tomatoes as Richard preps noodles.","Now, she washes tomatoes as he preps noodles.","['She washes tomatoes.', 'He preps noodles.']"
1373,tt0583461,Monica smiles as they squish tomatoes with their hands.,She smiles as they squish tomatoes with their hands.,"['She smiles.', 'They squish tomatoes with their hands.']"
1374,tt0583461,They freeze.,They freeze.,['They freeze.']
1375,tt0583461,They gaze at each other.,They gaze at each other.,['They gaze at each other.']
1376,tt0583461,She dabs at the spot with a towel as Richard gazes down at her.,She dabs at the spot with a towel as he gazes down at her.,"['She dabs at the spot with a towel.', 'He gazes down at her.']"
1377,tt0583461,She steps back and drops her gaze.,She steps back and drops her gaze.,"['She steps back.', 'She drops her gaze.']"
1378,tt0583461,"He glances down at his pants, then smiles at her.","He glances down at his pants, then smiles at her.","['He glances down at his pants.', 'He smiles at her.']"
1379,tt0583461,She jerks a thumb toward the door.,She jerks a thumb toward the door.,['She jerks a thumb toward the door.']
1380,tt0583461,"Now, Joey and Ross read at the cafe as Chandler watches.","Now, they read at the cafe as he watches.","['They read at the cafe.', 'He watches.']"
1381,tt0583461,"They stare at Joey, and he nods.","They stare at him, and he nods.","['They stare at him.', 'He nods.']"
1382,tt0583461,Ross and Jamie share a look.,They share a look.,['They share a look.']
1383,tt0583461,He puts his leg up on the arm of the couch beside Chandler and digs in his sock.,He puts his leg up on the arm of the couch beside him and digs in his sock.,"['He puts his leg up on the arm of the couch beside him.', 'He digs in his sock.']"
1384,tt0583461,"Chandler looks away, and Ross buries his nose in his book.","He looks away, and he buries his nose in his book.","['He looks away.', 'He buries his nose in his book.']"
1385,tt0583461,Chandler leans away from Robert toward Joey.,He leans away from him toward him.,"['He leans away from him.', 'He leans toward him.']"
1386,tt0583461,"Joey gets an eyeful of Robert's crotch, and his eyes go wide.",His eyes go wide as he gets an eyeful of his crotch.,"['His eyes go wide.', 'He gets an eyeful of his crotch.']"
1387,tt0583461,Robert jumps off.,He jumps off.,['He jumps off.']
1388,tt0583538,"She smiles, and Chandler studies her.","She smiles, and he studies her.","['She smiles.', 'He studies her.']"
1389,tt0583538,Rachel hops into bed with Ross as he reads a book.,He hops into bed with him as he reads a book.,"['He hops into bed with him.', 'He reads a book.']"
1390,tt0583538,Rachel tries not to crack up.,She tries not to crack up.,['She tries not to crack up.']
1391,tt0583538,Phoebe stares at the pan with her beeper in it as she sits at Monica's table.,She stares at the pan with her beeper in it as she sits at her table.,"['She stares at the pan.', 'There is her beeper in it.', 'She sits at her table.']"
1392,tt0583538,"She checks the beeper as Monica walks out of the bathroom, then puts it back in the pan.","She checks the beeper as she walks out of the bathroom, then puts it back in the pan.","['She checks the beeper as she walks out of the bathroom.', 'She then puts it back in the pan.']"
1393,tt0583538,Leslie plays at Central Park.,He plays at Central Park.,['He plays at Central Park.']
1394,tt0583538,Phoebe bursts in.,She bursts in.,['She bursts in.']
1395,tt0583538,Leslie and Phoebe hug.,They hug.,['They hug.']
1396,tt0583538,"At the lecture, Ross slumps.","At the lecture, he slumps.",['He slumps at the lecture.']
1397,tt0583538,Phoebe flips her guitar to play chords with her other hand.,She flips her guitar to play chords with her other hand.,['She flips her guitar to play chords with her other hand.']
1398,tt0583538,Ross sleeps at the lecture.,He sleeps at the lecture.,['He sleeps at the lecture.']
1399,tt0583538,He sits upright.,He sits upright.,['He sits upright.']
1400,tt0583538,People around him laugh.,People around him laugh.,['People around him laugh.']
1401,tt0583538,Rachel shoots him a look.,She shoots him a look.,['She shoots him a look.']
1402,tt0583538,He smirks as he reads the paper.,He smirks as he reads the paper.,"['He smirks.', 'He reads the paper.']"
1403,tt0583487,Monica makes a face.,He makes a face.,['He makes a face.']
1404,tt0583487,"At Central Perk, Chandler stands and claps Joey on the shoulder.","At Central Perk, he stands and claps him on the shoulder.","['He stands at Central Perk.', 'He claps him on the shoulder.']"
1405,tt0583487,They slowly sit back down on the couch.,They slowly sit back down on the couch.,['They slowly sit back down on the couch.']
1406,tt0583487,"They both stare off, thinking.","They both stare off, thinking.","['They stare off.', 'They think.']"
1407,tt0583487,He crosses his legs.,He crosses his legs.,['He crosses his legs.']
1408,tt0583487,Chandler nods and stares off.,He nods and stares off.,"['He nods.', 'He stares off.']"
1409,tt0583487,He gestures with both hands.,He gestures with both hands.,['He gestures with both hands.']
1410,tt0583487,Joey shrugs as Chandler stares.,He shrugs as he stares.,"['He shrugs.', 'He stares.']"
1411,tt0583487,"At the office, Rachel talks on the phone as Sophie goes over paperwork.","At the office, she talks on the phone as she goes over paperwork.","['She talks on the phone.', 'She goes over paperwork.']"
1412,tt0583487,She hangs up and runs her hands through her hair.,She hangs up and runs her hands through her hair.,"['She hangs up.', 'She runs her hands through her hair.']"
1413,tt0583487,Rachel storms out of the room with a binder.,She storms out of the room with a binder.,"['She storms out of the room.', 'She has a binder.']"
1414,tt0583487,Ross hangs his head and forcefully packs up the picnic basket.,He hangs his head and forcefully packs up the picnic basket.,"['He hangs his head.', 'He packs up the picnic basket.']"
1415,tt0583487,Ross glares at Sophie.,He glares at her.,['He glares at her.']
1416,tt0583487,She tosses her things down and turns to him.,She tosses her things down and turns to him.,"['She tosses her things down.', 'She turns to him.']"
1417,tt0583487,She stalks to the kitchen as he stands.,She stalks to the kitchen as he stands.,"['She stalks to the kitchen.', 'He stands.']"
1418,tt0583487,Ross walks to the door with his coat.,He walks to the door with his coat.,"['He walks to the door.', 'He is with his coat.']"
1419,tt0583487,He turns back and looks at her.,He turns back and looks at her.,"['He turns back.', 'He looks at her.']"
1420,tt0583487,Ross's mouth falls open as he fixes Rachel with a gutted stare.,His mouth falls open as he fixes her with a gutted stare.,"['His mouth falls open.', 'He fixes her with a gutted stare.']"
1421,tt0583487,Then he steps out and slams the door behind him.,Then he steps out and slams the door behind him.,"['He steps out.', 'He slams the door behind him.']"
1422,tt0583487,She stares sadly at the closed door.,She stares sadly at the closed door.,['She stares sadly at the closed door.']
1423,tt0583487,"At the bar, Chandler and Joey sit with Chloe.","At the bar, he and he sit with her.",['He and he sit with her at the bar.']
1424,tt0583487,"She leads him to Chandler and Joey, and they shake.","She leads him to them, and they shake.","['She leads him to them.', 'They shake.']"
1425,tt0583487,Chloe marches off.,She marches off.,['She marches off.']
1426,tt0583487,Misha smiles politely.,He smiles politely.,['He smiles politely.']
1427,tt0583487,He turns pointedly to Monica.,He turns pointedly to her.,['He turns pointedly to her.']
1428,tt0583487,Phoebe smiles at Sergei.,She smiles at him.,['She smiles at him.']
1429,tt0583487,She hangs up.,She hangs up.,['She hangs up.']
1430,tt0583487,"At the bar, Chandler and Joey sit with Ross.","At the bar, he and he sit with him.",['He and he sit with him at the bar.']
1431,tt0583487,"Ross looks at his friends, and Joey waves him away.","He looks at them, and he waves him away.","['He looks at them.', 'He waves him away.']"
1432,tt0583487,Ross stands and walks off.,He stands and walks off.,"['He stands.', 'He walks off.']"
1433,tt0583487,"At Rachel's, Mark opens takeout containers.","At his, he opens takeout containers.",['He opens takeout containers.']
1434,tt0583487,She takes one.,She takes one.,['She takes one.']
1435,tt0583487,Rachel jumps up and runs over to the phone.,She jumps up and runs over to the phone.,"['She jumps up.', 'She runs over to the phone.']"
1436,tt0583501,The lidless blender sprays food everywhere.,The lidless blender sprays food everywhere.,['The lidless blender sprays food everywhere.']
1437,tt0583501,"He lifts his head and looks around at his empty bed, then hides under his comforter.","He lifts his head and looks around at his empty bed, then hides under his comforter.","['He lifts his head.', 'He looks around at his empty bed.', 'He hides under his comforter.']"
1438,tt0583501,Chloe steps out of his bathroom wearing a towel.,He steps out of his bathroom wearing a towel.,"['He steps out of his bathroom.', 'He is wearing a towel.']"
1439,tt0583501,"He opens the door to find Rachel, and Chloe hides behind the door.","He opens the door to find her, and she hides behind the door.","['He opens the door.', 'She hides behind the door.']"
1440,tt0583501,They hug as Ross holds the clock.,They hug as he holds the clock.,"['They hug.', 'He holds the clock.']"
1441,tt0583501,"Chloe gives a thumbs up, and Ross pulls Rachel closer so she doesn't see.","She gives a thumbs up, and he pulls her closer so she doesn't see.","['She gives a thumbs up.', ""He pulls her closer so she doesn't see.""]"
1442,tt0583501,"In her room, Monica sits with Phoebe.","In her room, she sits with her.","['She sits with her.', 'In her room, she sits with her.']"
1443,tt0583501,Phoebe yanks a strip off her leg.,She yanks a strip off her leg.,['She yanks a strip off her leg.']
1444,tt0583501,They stare hopelessly at the strips left on their legs.,They stare hopelessly at the strips left on their legs.,['They stare hopelessly at the strips left on their legs.']
1445,tt0583501,Ross storms into Chloe's workplace.,He storms into her workplace.,['He storms into her workplace.']
1446,tt0583501,Isaac walks by.,He walks by.,['He walks by.']
1447,tt0583501,His puffy hair bounces as he grins at Ross.,His puffy hair bounces as he grins at him.,"['His puffy hair bounces.', 'He grins at him.']"
1448,tt0583501,Ross turns away.,He turns away.,['He turns away.']
1449,tt0583501,He hurries into a massage parlor.,He hurries into a massage parlor.,['He hurries into a massage parlor.']
1450,tt0583495,She puts champagne in an ice bucket and rushes over to the door.,She puts champagne in an ice bucket and rushes over to the door.,"['She puts champagne in an ice bucket.', 'She rushes over to the door.']"
1451,tt0583495,"So, anyway...",So anyway he,['He stands and gives the confession back.']
1452,tt0583495,Ross sits.,He sits.,['He sits.']
1453,tt0583495,"At the rest stop, Phoebe uses a payphone.","At the rest stop, she uses a payphone.",['She uses a payphone at the rest stop.']
1454,tt0583495,TV hangs up.,It hangs up.,['It hangs up.']
1455,tt0583495,Joey supports Chandler as they hobble over.,He supports him as they hobble over.,"['He supports him.', 'They hobble over.']"
1456,tt0583495,"At Carol's, Ross drinks wine and eats hors d'oeuvres.","At his, he drinks wine and eats hors d'oeuvres.","['He drinks wine.', ""He eats hors d'oeuvres.""]"
1457,tt0583495,Ross checks his beeper.,He checks his beeper.,['He checks his beeper.']
1458,tt0583495,"Grabbing a phone, Ross finishes the hors d'oeuvres.",He finishes the hors d'oeuvres.,"[""He finishes the hors d'oeuvres.""]"
1459,tt0583495,Rachel walks up.,She walks up.,['She walks up.']
1460,tt0583495,Monica leads her off.,He leads her off.,['He leads her off.']
1461,tt0583495,"At the rest stop, Joey finishes writing letters in the snow.","At the rest stop, he finishes writing letters in the snow.",['He finishes writing letters in the snow.']
1462,tt0583495,"Carrying a tank of gas, Ross plows through Joey's pla sign.","Carrying a tank of gas, he plows through his pla sign.","['Carrying a tank of gas, he plows through his sign.', 'He plows through his sign.']"
1463,tt0583495,Phoebe huddles with the others.,She huddles with the others.,['She huddles with the others.']
1464,tt0583495,Joey lifts his brows.,He lifts his brows.,['He lifts his brows.']
1465,tt0583495,They all turn to him.,They all turn to him.,['They all turn to him.']
1466,tt0583495,Chandler distracts them with a ridiculous dance.,He distracts them with a ridiculous dance.,['He distracts them with a ridiculous dance.']
1467,tt0583495,He stops dancing.,He stops dancing.,['He stops dancing.']
1468,tt0583495,Rachel gives Ross a look and he shakes his head.,He gives him a look and he shakes his head.,"['He gives him a look.', 'He shakes his head.']"
1469,tt0583495,Rachel looks over at Ross.,He looks over at him.,['He looks over at him.']
1470,tt0583495,She climbs in the cab while the others say goodbye.,She climbs in the cab while they say goodbye.,"['She climbs in the cab.', 'They say goodbye.']"
1471,tt0583495,"Ross shifts his eyes, then nods.","He shifts his eyes, then nods.","['He shifts his eyes.', 'Then he nods.']"
1472,tt0583615,Ross scoops the cinnamon off of Rachel's drink with his hand and flicks it aside.,He scoops the cinnamon off of her drink with his hand and flicks it aside.,"['He scoops the cinnamon off of her drink with his hand.', 'He flicks it aside.']"
1473,tt0583615,Oh my god.,Oh my god.,['She utters a phrase.']
1474,tt0583615,Frank heads back outside.,He heads back outside.,['He heads back outside.']
1475,tt0583615,Frank leads a woman inside.,He leads her inside.,['He leads her inside.']
1476,tt0583615,The middle-aged woman grins at Phoebe.,She grins at him.,['She grins at him.']
1477,tt0583615,Ross offers his chair.,He offers his chair.,['He offers his chair.']
1478,tt0583615,Alice gives him a deep kiss and the couple falls back in the chair as the friends shoot them uncomfortable and disgusted looks.,She gives him a deep kiss and the couple falls back in the chair as they shoot them uncomfortable and disgusted looks.,"['She gives him a deep kiss.', 'The couple falls back in the chair.', 'They shoot them uncomfortable and disgusted looks.']"
1479,tt0583615,Frank wraps his arm around Alice.,He wraps his arm around her.,['He wraps his arm around her.']
1480,tt0583615,Frank gives Alice a hug as Phoebe drops her gaze.,He gives her a hug as she drops her gaze.,"['He gives her a hug.', 'She drops her gaze.']"
1481,tt0583615,They kiss.,They kiss.,['They kiss.']
1482,tt0583615,"As Chandler sleeps, he listens to the cassette.","As he sleeps, he listens to the cassette.","['He sleeps.', 'He listens to the cassette.']"
1483,tt0583615,They swivel their chairs to face her.,They swivel their chairs to face her.,"['They swivel their chairs.', 'They face her.']"
1484,tt0583615,"Joey glances at Ross, then leans forward.","He glances at him, then leans forward.","['He glances at him.', 'He leans forward.']"
1485,tt0583615,She stops them from swiveling away.,She stops them from swiveling away.,"['She stops them.', 'They are from swiveling away.']"
1486,tt0583615,He tosses his briefcase on the table.,He tosses his briefcase on the table.,"['He tosses his briefcase.', 'He puts it on the table.']"
1487,tt0583654,Joey bursts in and dances around.,He bursts in and dances around.,"['He bursts in.', 'He dances around.']"
1488,tt0583654,He heads out into the hall and closes the door behind him.,He heads out into the hall and closes the door behind him.,"['He heads out into the hall.', 'He closes the door behind him.']"
1489,tt0583654,Joey sets his bag down and peels off his coat as he gazes at a woman in front of him.,He sets his bag down and peels off his coat as he gazes at a woman in front of him.,"['He sets his bag down.', 'He peels off his coat.', 'He gazes at a woman in front of him.']"
1490,tt0583654,"She eyes him, then walks off.","She eyes him, then walks off.","['She eyes him.', 'Then she walks off.']"
1491,tt0583654,She turns back with a scrutinizing stare.,She turns back with a scrutinizing stare.,"['She turns back.', 'She has a scrutinizing stare.']"
1492,tt0583654,He attempts a modest smile.,He attempts a modest smile.,['He attempts a modest smile.']
1493,tt0583654,Joey stands in his kitchen.,He stands in his kitchen.,['He stands in his kitchen.']
1494,tt0583654,Ross swaggers in with a triumphant smile.,He swaggers in with a triumphant smile.,"['He swaggers in.', 'He has a triumphant smile.']"
1495,tt0583654,He strolls past her into the living room.,He strolls past her into the living room.,"['He strolls past her.', 'He walks into the living room.']"
1496,tt0583654,She holds a filing box out to him.,She holds a filing box out to him.,"['She holds a filing box.', 'She holds it out to him.']"
1497,tt0583654,He finds a dinosaur mug in the box.,He finds a dinosaur mug in the box.,['He finds a dinosaur mug in the box.']
1498,tt0583654,Ross strips off his sweater and puts the white t-shirt on.,He strips off his sweater and puts the white t-shirt on.,"['He strips off his sweater.', 'He puts the white t-shirt on.']"
1499,tt0583654,"It stretches across his chest and clings to his body, distorting the words, Frankie say relax.","It stretches across his chest and clings to his body, distorting the words, he say relax.","['It stretches across his chest.', 'It clings to his body.', 'It distorts the words.', 'He say relax.']"
1500,tt0583654,He picks up the box.,He picks up the box.,['He picks up the box.']
1501,tt0583654,He turns and flourishes his hand as he walks off without closing it.,He turns and flourishes his hand as he walks off without closing it.,"['He turns and flourishes his hand.', 'He walks off without closing it.']"
1502,tt0583654,"At Central Perk, the group stares at Pete.","At Central Perk, the group stares at him.","['At Central Perk, the group stares at him.']"
1503,tt0583654,Pete shrugs.,He shrugs.,['He shrugs.']
1504,tt0583654,Pete shifts in his seat and stands.,He shifts in his seat and stands.,"['He shifts in his seat.', 'He stands.']"
1505,tt0583654,Monica follows him to the door.,She follows him to the door.,['She follows him to the door.']
1506,tt0583596,Joey and Kate glance at each other.,They glance at each other.,['They glance at each other.']
1507,tt0583596,Phoebe carries a cardboard dollhouse.,She carries a cardboard dollhouse.,['She carries a cardboard dollhouse.']
1508,tt0583596,Rachel and Ross hurry over.,They hurry over.,['They hurry over.']
1509,tt0583596,She lifts the roof and the front folds down to reveal rooms.,She lifts the roof and the front folds down to reveal rooms.,"['She lifts the roof.', 'The front folds down to reveal rooms.']"
1510,tt0583596,She sends a toy down the slide.,She sends a toy down the slide.,['She sends a toy down the slide.']
1511,tt0583596,Monica crosses her arms.,She crosses her arms.,['She crosses her arms.']
1512,tt0583596,The director answers his phone.,He answers his phone.,['He answers his phone.']
1513,tt0583596,He strides out.,He strides out.,['He strides out.']
1514,tt0583596,Joey motions to him as he turns to Kate.,He motions to him as he turns to her.,"['He motions to him.', 'He turns to her.']"
1515,tt0583596,Joey and Kate take their places at the front of the stage.,They take their places at the front of the stage.,['They take their places at the front of the stage.']
1516,tt0583596,Joey grabs her arms as the director settles in his seat.,He grabs her arms as the director settles in his seat.,"['He grabs her arms.', 'The director settles in his seat.']"
1517,tt0583596,He closes his eyes and twitches his eyelids.,He closes his eyes and twitches his eyelids.,"['He closes his eyes.', 'He twitches his eyelids.']"
1518,tt0583596,Rachel follows Chandler inside.,He follows her inside.,['He follows her inside.']
1519,tt0583596,Monica digs into her breakfast.,He digs into his breakfast.,['He digs into his breakfast.']
1520,tt0583596,"At the office, Joanna swoops over to Rachel's desk","At the office, he swoops over to her desk.",['He swoops over to her desk.']
1521,tt0583596,"At the cafe, Rachel snatches a magazine from Chandler.","At the cafe, she snatches a magazine from him.","['At the cafe, she snatches a magazine from him.']"
1522,tt0583596,She hurries out.,She hurries out.,['She hurries out.']
1523,tt0583596,Ross lets himself into Monica's.,He lets himself into her.,['He lets himself into her.']
1524,tt0583596,Ross steps into the kitchen and opens the fridge.,He steps into the kitchen and opens the fridge.,"['He steps into the kitchen.', 'He opens the fridge.']"
1525,tt0583596,"He wrinkles his nose, then turns to see smoke wafting out of Phoebe's dollhouse.","He wrinkles his nose, then turns to see smoke wafting out of her dollhouse.","['He wrinkles his nose.', 'Then turns to see smoke wafting out of her dollhouse.']"
1526,tt0583596,"He blows on the dollhouse, but nothing happens.","He blows on the dollhouse, but nothing happens.","['He blows on the dollhouse.', 'Nothing happens.']"
1527,tt0583596,He grabs a glass from the cabinet and waits for it to fill in the sink as he helplessly watches the dollhouse burn.,He grabs a glass from the cabinet and waits for it to fill in the sink as he helplessly watches the dollhouse burn.,"['He grabs a glass from the cabinet.', 'He waits for it to fill in the sink.', 'He helplessly watches the dollhouse burn.']"
1528,tt0583596,"He picks the dollhouse up and starts toward the sink, then rushes toward the bathroom and kicks in the door.","He picks the dollhouse up and starts toward the sink, then rushes toward the bathroom and kicks in the door.","['He picks the dollhouse up.', 'He starts toward the sink.', 'He rushes toward the bathroom.', 'He kicks in the door.']"
1529,tt0583596,"At the theater, Joey looks up as Kate arrives.","At the theater, he looks up as she arrives.","['At the theater, he looks up.', 'She arrives.']"
1530,tt0583596,Joey sits with her on stage.,He sits with her on stage.,['He sits with her on stage.']
1531,tt0583596,Lauren arrives.,She arrives.,['She arrives.']
1532,tt0583596,She marches past.,She marches past.,['She marches past.']
1533,tt0583596,Monica wears a robe as she and Ross stare at the blackened dollhouse.,She wears a robe as they and he stare at the blackened dollhouse.,"['She wears a robe.', 'They and he stare at the blackened dollhouse.']"
1534,tt0583596,She pulls away a cloth to see charred toys.,She pulls away a cloth to see charred toys.,"['She pulls away a cloth.', 'She sees charred toys.']"
1535,tt0583596,Monica hugs her.,He hugs her.,['He hugs her.']
1536,tt0583596,Chandler arrives at Rachel's office with Joanna.,He arrives at her office with her.,"['He arrives at her office.', 'He is with her.']"
1537,tt0583596,Joanna wipes mascara goop from her eye.,She wipes mascara goop from her eye.,['She wipes mascara goop from her eye.']
1538,tt0583596,"Chandler glances at Rachel, who gives a small nod.","He glances at her, who gives a small nod.","['He glances at her.', 'She gives a small nod.']"
1539,tt0583596,"Chandler hurries off, but Rachel ambushes him.",He ambushes him.,['He ambushes him.']
1540,tt0583590,"Across the hall, Rachel bumps the counter.","Across the hall, she bumps the counter.",['She bumps the counter.']
1541,tt0583590,She grabs a bottle of aspirin from a cabinet and squeezes it.,She grabs a bottle of aspirin from a cabinet and squeezes it.,"['She grabs a bottle of aspirin from a cabinet.', 'She squeezes it.']"
1542,tt0583590,Ross walks in as pills scatter the floor.,He walks in as pills scatter the floor.,"['He walks in.', 'Pills scatter the floor.']"
1543,tt0583590,Rachel reaches for the pills.,She reaches for the pills.,['She reaches for the pills.']
1544,tt0583590,"In her room, Rachel puts on eye shadow while Ross picks out heels.","In her room, he puts on eye shadow while he picks out heels.","['In her room, he puts on eye shadow.', 'He picks out heels.']"
1545,tt0583590,He covers her eyelid with shadow.,He covers her eyelid with shadow.,['He covers her eyelid with shadow.']
1546,tt0583590,Monica finds Phoebe at Central Perk.,He finds her at Central Perk.,['He finds her at Central Perk.']
1547,tt0583590,Phoebe blinks.,She blinks.,['She blinks.']
1548,tt0583590,Ross powders Rachel's nose.,He powders her nose.,['He powders her nose.']
1549,tt0583590,"Covered in trashy makeup, Rachel checks herself in the mirror.",She checks herself in the mirror.,['She checks herself in the mirror.']
1550,tt0583590,He checks his watch.,He checks his watch.,['He checks his watch.']
1551,tt0583590,She opens her robe.,She opens her robe.,['She opens her robe.']
1552,tt0583590,She closes it.,She closes it.,['She closes it.']
1553,tt0583590,"At the door, Ross turns and looks at her.","At the door, he turns and looks at her.","['He turns and looks at her.', 'He is at the door.']"
1554,tt0583590,"As he leaves, Rachel reaches for a tissue.","As he leaves, he reaches for a tissue.","['He leaves.', 'He reaches for a tissue.']"
1555,tt0583590,Monica covers her face.,She covers her face.,['She covers her face.']
1556,tt0583590,He points at the chick.,He points at the chick.,['He points at the chick.']
1557,tt0583590,A full-grown duck waddles out of the bathroom and flaps its wings.,A full-grown duck waddles out of the bathroom and flaps its wings.,"['A full-grown duck waddles out of the bathroom.', 'It flaps its wings.']"
1558,tt0583590,Joey looks from the duck to Chandler.,He looks from the duck to him.,['He looks from the duck to him.']
1559,tt0583590,At Pete's restaurant.,At his restaurant.,['He is at his restaurant.']
1560,tt0583590,"As they hug, Monica pulls back and gives him a look.","As they hug, she pulls back and gives him a look.","['She hugs him.', 'She pulls back.', 'She gives him a look.']"
1561,tt0583590,Monica leans in and gives Pete a kiss on the cheek.,She leans in and gives him a kiss on the cheek.,"['She leans in.', 'She gives him a kiss on the cheek.']"
1562,tt0583590,Pete kisses her on the mouth.,He kisses her on the mouth.,['He kisses her on the mouth.']
1563,tt0583590,"Shocked, Monica doesn't pull away.","Shocked, he doesn't pull away.","[""He doesn't pull away.""]"
1564,tt0583590,Pete leans back.,He leans back.,['He leans back.']
1565,tt0583590,She cups his face and gives him a full kiss on the lips.,She cups his face and gives him a full kiss on the lips.,"['She cups his face.', 'She gives him a full kiss on the lips.']"
1566,tt0583590,They embrace for a passionate kiss.,They embrace for a passionate kiss.,['They embrace for a passionate kiss.']
1567,tt0583590,"As Ross leads Rachel inside, Chandler points at the duck.","As he leads her inside, he points at the duck.","['He leads her inside.', 'He points at the duck.']"
1568,tt0583643,Chandler walks in with his pets.,He walks in with his pets.,"['He walks in.', 'He is with his pets.']"
1569,tt0583643,The city skyline glows at night.,The city skyline glows at night.,"['The city skyline glows.', 'It glows at night.']"
1570,tt0583643,"In the theater aisle, Ross and his date find Rachel with her date.","In the theater aisle, he and his date find her with her date.",['He and his date find her with her date in the theater aisle.']
1571,tt0583643,They leave Ross and Tommy.,They leave him and him.,"['They leave him.', 'They leave him.']"
1572,tt0583643,They find an older couple in their seats.,They find an older couple in their seats.,['They find an older couple in their seats.']
1573,tt0583643,He finds it in his jacket pocket.,He finds it in his jacket pocket.,['He finds it in his jacket pocket.']
1574,tt0583643,Tommy tosses the ticket and the couple scurries off.,He tosses the ticket and they scurry off.,"['He tosses the ticket.', 'They scurry off.']"
1575,tt0583643,Ross stands frozen.,He stands frozen.,['He stands frozen.']
1576,tt0583643,"Tommy takes the aisle seat, and Ross sits stiffly beside him.","He takes the aisle seat, and he sits stiffly beside him.","['He takes the aisle seat.', 'He sits stiffly beside him.']"
1577,tt0583643,Neon lights shine on the theater marquee.,Neon lights shine on the theater marquee.,"['Neon lights shine.', 'They are on the theater marquee.']"
1578,tt0583643,"At the after-party inside, the crew waits for Joey to return from backstage.","At the after-party inside, they wait for him to return from backstage.","['They wait for him to return from backstage.', 'They wait inside at the after-party.']"
1579,tt0583643,The director pushes in and kisses Kate.,The director pushes in and kisses her.,['The director pushes in and kisses her.']
1580,tt0583643,He grips her arm and leads her away.,He grips her arm and leads her away.,"['He grips her arm.', 'He leads her away.']"
1581,tt0583643,Ross takes Chandler aside.,He takes him aside.,['He takes him aside.']
1582,tt0583643,Pete sits with his arm around Monica.,He sits with his arm around her.,['He sits with his arm around her.']
1583,tt0583643,Monica and Rachel.,They.,['They']
1584,tt0583643,She passes the director on her way out.,She passes him on her way out.,['She passes him on her way out.']
1585,tt0583643,Everyone gathers round as he opens up a newspaper.,Everyone gathers round as he opens up a newspaper.,"['Everyone gathers round as he opens up a newspaper.', 'Everyone gathers round as he opens up a newspaper.']"
1586,tt0583643,"He peers closer at the newspaper, then crumples it and tosses it on the floor.","He peers closer at the newspaper, then crumples it and tosses it on the floor.","['He peers closer at the newspaper.', 'He crumples it.', 'He tosses it on the floor.']"
1587,tt0583643,The small crowd parts for him as he hurries toward the door.,The small crowd parts for him as he hurries toward the door.,"['The small crowd parts for him.', 'He hurries toward the door.']"
1588,tt0583643,Joey picks up the newspaper.,He picks up the newspaper.,['He picks up the newspaper.']
1589,tt0583643,She wraps a cat's cradle string around her shoe.,She wraps a cat's cradle string around her shoe.,"[""She wraps a cat's cradle string around her shoe.""]"
1590,tt0583643,"Rachel and Monica go into their rooms, then walk out again.","They go into their rooms, then walk out again.","['They go into their rooms.', 'Then they walk out again.']"
1591,tt0583643,They switch rooms.,They switch rooms.,['They switch rooms.']
1592,tt0583643,"At the empty theater, Joey finds Kate sitting alone.","At the empty theater, he finds her sitting alone.","['He finds her sitting alone.', 'She is sitting alone at the empty theater.']"
1593,tt0583643,The director slumps through a stage door.,He slumps through a stage door.,['He slumps through a stage door.']
1594,tt0583643,He points to Joey and Kate.,He points to him and her.,"['He points to him.', 'He points to her.']"
1595,tt0583643,"She bites her lip as she gazes at him, then leans in.","She bites her lip as she gazes at him, then leans in.","['She bites her lip.', 'She gazes at him.', 'She leans in.']"
1596,tt0583643,They share a kiss.,They share a kiss.,['They share a kiss.']
1597,tt0583643,He flips on the lights.,He flips on the lights.,['He flips on the lights.']
1598,tt0583643,"They sit, and he smiles sarcastically.","They sit, and he smiles sarcastically.","['They sit.', 'He smiles sarcastically.']"
1599,tt0583643,She caresses his neck.,She caresses his neck.,['She caresses his neck.']
1600,tt0583643,He frowns at her.,He frowns at her.,['He frowns at her.']
