anno_idx,imdbid,text_gt,text_gt_wo_char,gt_action
4468,tt0758758,"Ron turns away and nods, his eyes filling with tears.","He turns away and nods, his eyes filling with tears.","['He turns away.', 'He nods.', 'His eyes fill with tears.']"
4469,tt0758758,Ron stares ahead.,He stares ahead.,['He stares ahead.']
4470,tt0758758,Chris turns away from him.,He turns away from him.,['He turns away from him.']
4471,tt0758758,Ron nods and smiles.,He nods and smiles.,"['He nods.', 'He smiles.']"
4472,tt0758758,Chris gets out of the car.,He gets out of the car.,['He gets out of the car.']
4473,tt0758758,"Chris leans back in and retrieves his rucksack from the back seat, then hoisted onto his back and closes the door.","He leans back in and retrieves his rucksack from the back seat, then hoisted onto his back and closes the door.","['He leans back in and retrieves his rucksack from the back seat.', 'He then hoists it onto his back.', 'He closes the door.']"
4474,tt0758758,The two men stare at each other through the open passenger window.,They stare at each other through the open passenger window.,"['They stare at each other.', 'They stare through the open passenger window.']"
4475,tt0758758,Chris begins to walk away.,He begins to walk away.,['He begins to walk away.']
4476,tt0758758,"Ron watches him go, his brow furrowed.","He watches him go, his brow furrowed.","['He watches him.', 'His brow furrowed.']"
4477,tt0758758,A tear rolls down Ron's cheek.,A tear rolls down his cheek.,['A tear rolls down his cheek.']
4478,tt0803096,Lothar rides off.,He rides off.,['He rides off.']
4479,tt0803096,Duratan gallops through the forest.,He gallops through the forest.,['He gallops through the forest.']
4480,tt0803096,Garona is chained to a dead green orc.,She is chained to a dead green orc.,['She is chained to a dead green orc.']
4481,tt0803096,She sees Duratan and hides behind the ravaged body.,She sees him and hides behind the ravaged body.,"['She sees him.', 'She hides behind the ravaged body.']"
4482,tt0803096,Duratan sees her and turns his horse.,He turns his horse.,['He turns his horse.']
4483,tt0803096,"She jumps to her feet, straining against the chain.","She jumps to her feet, straining against the chain.","['She jumps to her feet.', 'She strains against the chain.']"
4484,tt0803096,Mighty Durotan swings his axe.,He swings his axe.,['He swings his axe.']
4485,tt0803096,Girona runs off.,He runs off.,['He runs off.']
4486,tt0803096,The king's men chase the wolf riding Orc.,They chase him riding the wolf.,['They chase him riding the wolf.']
4487,tt0803096,The Orc unsheathes his sword and hurls it at a horse's front legs.,He unsheathes his sword and hurls it at a horse's front legs.,"['He unsheathes his sword.', ""He hurls it at a horse's front legs.""]"
4488,tt0803096,"The horse rolls tail over main, crushing its rider against a tree.","The horse rolls tail over main, crushing its rider against a tree.","['The horse rolls over.', 'Its rider is crushed against a tree.']"
4489,tt0803096,Lothar continues pursuit.,He continues pursuit.,['He continues pursuit.']
4490,tt0803096,The orc leaps off the wolf and sends it into the direction of the approaching soldiers.,He leaps off the wolf and sends it into the direction of the approaching soldiers.,"['He leaps off the wolf.', 'He sends it into the direction of the approaching soldiers.']"
4491,tt0803096,It knocks a soldier off his horse and drags the soldier off by his head.,It knocks him off his horse and drags him off by his head.,"['It knocks him off his horse.', 'It drags him off by his head.']"
4492,tt0803096,The frost wolf goes for Lothar who swipes at him with his sword.,The frost wolf goes for him who swipes at him with his sword.,"['The frost wolf goes for him.', 'He swipes at him with his sword.']"
4493,tt0803096,The orc shields himself with the horse's head.,He shields himself with the horse's head.,"[""He shields himself with the horse's head.""]"
4494,tt0803096,Lothar jabs at him and turns his horse away.,He jabs at him and turns his horse away.,"['He jabs at him.', 'He turns his horse away.']"
4495,tt0803096,The orc runs at them.,He runs at them.,['He runs at them.']
4496,tt0803096,"Lothar's horse bucks, kicking the orc to the ground.","His horse bucks, kicking him to the ground.","['His horse bucks.', 'The horse kicks him to the ground.']"
4497,tt0803096,Lothar knocks the Orc out with the hilt of his sword.,He knocks him out with the hilt of his sword.,['He knocks him out with the hilt of his sword.']
4498,tt0803096,"Lothar stands over the beast, then crouches and lifts one of its oversized fingers.","He stands over the beast, then crouches and lifts one of its oversized fingers.","['He stands over the beast.', 'He crouches.', 'He lifts one of its oversized fingers.']"
4499,tt0803096,The Grey Wolf creeps out of the bushes.,He creeps out of the bushes.,['He creeps out of the bushes.']
4500,tt0803096,Lothar holds his sword to the Orc's throat.,He holds his sword to the Orc's throat.,"[""He holds his sword to the Orc's throat.""]"
4501,tt0803096,The wolf bounds off.,It bounds off.,['It bounds off.']
4502,tt0803096,Khadgar crouches beside the body of a green orc and closes his eyes.,He crouches beside the body of a green orc and closes his eyes.,"['He crouches beside the body of a green orc.', 'He closes his eyes.']"
4503,tt0803096,Garona rushes out of the bushes.,She rushes out of the bushes.,['She rushes out of the bushes.']
4504,tt0803096,Khadgar blasts her with blue light.,He blasts her with blue light.,['He blasts her with blue light.']
4505,tt0803096,Kalan and two other knights watch Khadgar's rippling blue magic pin Garona against a tree's tall trunk.,They watch them against a tree's tall trunk.,"[""They watch them against a tree's tall trunk.""]"
4506,tt0803096,Lothar rides up.,He rides up.,['He rides up.']
4507,tt0803096,Muscular Durotan stands ahead taller than them and twice as wide.,He stands ahead taller than them and twice as wide.,"['He stands ahead taller than them.', 'He stands ahead twice as wide as them.']"
4508,tt0803096,Girona speaks to him in Orcish.,She speaks to him in Orcish.,['She speaks to him in Orcish.']
4509,tt0803096,Here he stands.,Here he stands.,['He stands.']
4510,tt0803096,Durotan nonchalantly avoids his eye.,He nonchalantly avoids his eye.,['He nonchalantly avoids his eye.']
4511,tt0803096,"Conflicted, Durotan grimaces.",He grimaces.,['He grimaces.']
4512,tt0803096,A green orchident's gree.,A green orchident's gree.,"[""A green orchident's gree.""]"
4513,tt0803096,A green orc swings a flail around a Frostwolf's thick neck.,A green orc swings a flail around a thick neck.,['A green orc swings a flail around a thick neck.']
4514,tt0803096,A green orc hammers a Frostwolf to the ground in a spray of blood.,A green orc hammers a Frostwolf to the ground in a spray of blood.,"['A green orc hammers a Frostwolf.', 'The Frostwolf goes to the ground in a spray of blood.']"
4515,tt0803096,Lothar mounts his horse.,He mounts his horse.,['He mounts his horse.']
4516,tt0803096,The king and Durotan exchange a look.,They exchange a look.,['They exchange a look.']
4517,tt0803096,A green orc whips a flare at Durotan who floors him with a blow to the head.,A green orc whips a flare at him who floors him with a blow to the head.,"['A green orc whips a flare at him.', 'He floors him with a blow to the head.']"
4518,tt0803096,He swings his axe into two others.,He swings his axe into two others.,['He swings his axe into two others.']
4519,tt0803096,The king and his men gallop through the gorge.,They gallop through the gorge.,['They gallop through the gorge.']
4520,tt0803096,Lothar fights the remaining orcs on their side of the magic wall.,He fights them on their side of the magic wall.,['He fights them on their side of the magic wall.']
4521,tt0803096,Lothar cocks his head at an unrelenting orc and swings his sword into the beast's chest.,He swings his sword into the beast's chest.,"[""He swings his sword into the beast's chest.""]"
4522,tt0803096,He looks up and smiles.,He looks up and smiles.,"['He looks up.', 'He smiles.']"
4523,tt0803096,He sees Kalan on the other side of the wall.,He sees him on the other side of the wall.,"['He sees him.', 'He is on the other side of the wall.']"
4524,tt0803096,"He runs into the wall, which knocks him backwards.","He runs into the wall, which knocks him backwards.","['He runs into the wall.', 'The wall knocks him backwards.']"
4525,tt0803096,Kalan and the remaining soldiers on his side are drastically outnumbered.,He and the remaining soldiers on his side are drastically outnumbered.,['He and the remaining soldiers on his side are drastically outnumbered.']
4526,tt0803096,Lothar punches the barrier.,He punches the barrier.,['He punches the barrier.']
4527,tt0803096,Lothar forces his arm through and grasps Kalan's shoulder.,He forces his arm through and grasps his shoulder.,"['He forces his arm through.', 'He grasps his shoulder.']"
4528,tt0803096,Black Hand sees them.,He sees them.,['He sees them.']
4529,tt0803096,Kalan runs at the orcs with renewed vigor.,He runs at them with renewed vigor.,['He runs at them with renewed vigor.']
4530,tt0803096,Lothar removes the bloody horned shield from his horse and rams into the wall with it.,He removes the bloody horned shield from his horse and rams into the wall with it.,"['He removes the bloody horned shield from his horse.', 'He rams into the wall with it.']"
4531,tt0803096,The electricity blasts the blood off the horns but Lothar can't push through any further.,The electricity blasts the blood off the horns but he can't push through any further.,"['The electricity blasts the blood off the horns.', ""He can't push through any further.""]"
4532,tt0803096,The strength of the barrier sends him flying.,The strength of the barrier sends him flying.,['The strength of the barrier sends him flying.']
4533,tt0803096,Three soldiers run to help him up.,Three soldiers run to help him up.,['Three soldiers run to help him up.']
4534,tt0803096,He watches Kalan on the other side.,He watches him on the other side.,"['He watches him.', 'He is on the other side.']"
4535,tt0803096,An orc grabs Kalan's sword from him.,An orc grabs his sword from him.,"['An orc grabs his sword.', 'He grabs his sword from him.']"
4536,tt0803096,"Black Hand gestures for the orc to stop, then grabs Kalan by his throat.","He gestures for him to stop, then grabs him by his throat.","['He gestures for him to stop.', 'He grabs him by his throat.']"
4537,tt0803096,Black Hand glances at Lothar.,He glances at her.,['He glances at her.']
4538,tt0803096,Lothar and Kalan lock eyes.,They lock eyes.,['They lock eyes.']
4539,tt0803096,Blackhand takes his prosthetic claw and impales Kalan's stomach.,He takes his prosthetic claw and impales her stomach.,"['He takes his prosthetic claw.', 'He impales her stomach.']"
4540,tt0803096,Blackhand stares Lothar in the eye and raises Kalan above his head.,He stares him in the eye and raises it above his head.,"['He stares him in the eye.', 'He raises it above his head.']"
4541,tt0803096,He tosses Kalan at the electric wall.,He tosses him at the electric wall.,"['He tosses him.', 'He tosses him at the electric wall.']"
4542,tt0803096,"The two, scar-faced, bearded enemies glare at each other.",They glare at each other.,['They glare at each other.']
4543,tt0803096,Khadgar looks down on the scene from the cliffside.,He looks down on the scene from the cliffside.,['He looks down on the scene from the cliffside.']
4544,tt0803096,"Kalan lies beside the charged wall, blood trickling out of his mouth, smoke billows around him.","He lies beside the charged wall, blood trickling out of his mouth, smoke billows around him.","['He lies beside the charged wall.', 'Blood trickles out of his mouth.', 'Smoke billows around him.']"
4545,tt0803096,Gul'dan throws his staff to Blackhand and lumbers towards Durotan.,He throws his staff to him and lumbers towards him.,"['He throws his staff to him.', 'He lumbers towards him.']"
4546,tt0803096,He unfastens his cloak which slides off the gnarled spikes of his waxy green back.,He unfastens his cloak which slides off the gnarled spikes of his waxy green back.,"['He unfastens his cloak.', 'His cloak slides off the gnarled spikes of his waxy green back.']"
4547,tt0803096,Durotan slaps his elbow and rolls his shoulders.,He slaps his elbow and rolls his shoulders.,"['He slaps his elbow.', 'He rolls his shoulders.']"
4548,tt0803096,Durotan spits in his hands then removes his wolf head cloak.,He spits in his hands then removes his wolf head cloak.,"['He spits in his hands.', 'He removes his wolf head cloak.']"
4549,tt0803096,He sprints at Gul'dan and lands a blow in his face.,He sprints at him and lands a blow in his face.,"['He sprints at him.', 'He lands a blow in his face.']"
4550,tt0803096,Gul'dan blocks another blow and kicks Durotan in the head.,He blocks another blow and kicks him in the head.,"['He blocks another blow.', 'He kicks him in the head.']"
4551,tt0803096,Durotan lays into Gul'dan.,He lays into him.,['He lays into him.']
4552,tt0803096,Durotan roars.,He roars.,['He roars.']
4553,tt0803096,Lothar and Khadgar appear at Karazhan.,They appear at Karazhan.,['They appear at Karazhan.']
4554,tt0803096,Marous is dead.,He is dead.,['He is dead.']
4555,tt0803096,A huge golden fist of pulsating light lifts Lothar off the floor and slowly crushes him.,A huge golden fist of pulsating light lifts him off the floor and slowly crushes him.,"['A huge golden fist of pulsating light lifts him off the floor.', 'The fist slowly crushes him.']"
4556,tt0803096,Medivh deflects Khadgar's spell and drops Lothar from his magic fist.,He deflects his spell and drops him from his magic fist.,"['He deflects his spell.', 'He drops him from his magic fist.']"
4557,tt0803096,The York duel continues.,The duel continues.,['The duel continues.']
4558,tt0803096,Galdan lifts Durotan by his throat.,He lifts him by his throat.,['He lifts him by his throat.']
4559,tt0803096,Durotan rips one of the spikes off Gul'dan's back.,He rips one of the spikes off his back.,['He rips one of the spikes off his back.']
4560,tt0803096,Gul'dan launches him across the ring.,He launches him across the ring.,['He launches him across the ring.']
4561,tt0803096,"Gul'dan pummels his opponent's chest, then uses the fel to draw out some of Durotan's life.","He pummels his opponent's chest, then uses the fel to draw out some of her life.","[""He pummels his opponent's chest."", 'He uses the fel to draw out some of her life.']"
4562,tt0803096,Durotan drops to his knees.,He drops to his knees.,['He drops to his knees.']
4563,tt0803096,"Durotan butts Gul'dan's chin, then headbutts him.","He butts him, then headbutts him.","['He butts him.', 'He headbutts him.']"
4564,tt0803096,At Karazhan.,At Karazhan.,['He is at Karazhan.']
4565,tt0803096,Gul'dan glances at the great gate which glows.,He glances at the great gate which glows.,"['He glances at the great gate.', 'It glows.']"
4566,tt0803096,Black Hand eyes the Frostwolf battle standard.,He eyes them.,['He eyes them.']
4567,tt0803096,Gul'dan storms over to Durotan and draws more life out of him.,He storms over to him and draws more life out of him.,"['He storms over to him.', 'He draws more life out of him.']"
4568,tt0803096,Gul'dan's eyes glow as he gains strength.,His eyes glow as he gains strength.,"['His eyes glow.', 'He gains strength.']"
4569,tt0803096,He strikes Durotan with his glowing green fist.,He strikes him with his glowing green fist.,['He strikes him with his glowing green fist.']
4570,tt0803096,They look across the patchy land at the Great Gate glowing within the enemy encampment.,They look across the patchy land at the Great Gate glowing within the enemy encampment.,"['They look across the patchy land.', 'They look at the Great Gate glowing within the enemy encampment.']"
4571,tt0803096,The orcs swarm in their direction.,The orcs swarm in their direction.,['The orcs swarm in their direction.']
4572,tt0803096,He draws his sword in his army charge towards the gate.,He draws his sword in his army charge towards the gate.,"['He draws his sword.', 'He charges towards the gate.']"
4573,tt0803096,An orc guard blows a warning horn.,He blows a warning horn.,['He blows a warning horn.']
4574,tt0803096,At Karazhan.,At Karazhan.,['He is at Karazhan.']
4575,tt0803096,Khadgar shoots out orbs of light.,He shoots out orbs of light.,['He shoots out orbs of light.']
4576,tt0803096,Khadgar clambers up the golem scaffolding.,He clambers up the golem scaffolding.,['He clambers up the golem scaffolding.']
4577,tt0803096,The creature straightens its broad back.,He straightens his broad back.,['He straightens his broad back.']
4578,tt0803096,Lothar throws something which ricochets off the golem's chest.,He throws something which ricochets off the golem's chest.,"['He throws something.', ""Something ricochets off the golem's chest.""]"
4579,tt0803096,The golem dunks its fist into the fell-filled font.,The golem dunks its fist into the fell-filled font.,['The golem dunks its fist into the fell-filled font.']
4580,tt0803096,His hand solidifies and he slams it down.,His hand solidifies and he slams it down.,"['His hand solidifies.', 'He slams it down.']"
4581,tt0803096,On the battlefield.,On the battlefield.,['On the battlefield.']
4582,tt0803096,The soldiers engage their boomsticks.,They engage their boomsticks.,['They engage their boomsticks.']
4583,tt0803096,"At Karazhan, Lothar climbs up the golem's back and wraps a clay-cutting wire round its face.","At Karazhan, he climbs up the golem's back and wraps a clay-cutting wire round its face.","[""At Karazhan, he climbs up the golem's back."", 'He wraps a clay-cutting wire round its face.']"
4584,tt0803096,"On the battlefield, the two sides clash.","On the battlefield, the two sides clash.","['On the battlefield, the two sides clash.']"
4585,tt0803096,Agile Garona leaps on an orc's shoulders and plunges her sword into his chest.,She leaps on an orc's shoulders and plunges her sword into his chest.,"[""She leaps on an orc's shoulders."", 'She plunges her sword into his chest.']"
4586,tt0803096,Garona is confronted by an axe-wielding orc.,She is confronted by an axe-wielding orc.,"['She is confronted.', 'An axe-wielding orc confronts her.']"
4587,tt0803096,King Laine stabs him in the back.,He stabs him in the back.,['He stabs him in the back.']
4588,tt0803096,"In a tower overlooking the camp, Gul'dan watches the battle unfold.","In a tower overlooking the camp, he watches the battle unfold.","['He watches the battle unfold.', 'He is in a tower overlooking the camp.']"
4589,tt0803096,He approaches a cage of prisoners and draws out their light.,He approaches a cage of prisoners and draws out their light.,"['He approaches a cage of prisoners.', 'He draws out their light.']"
4590,tt0803096,The remaining orcs enter Azeroth through the portal.,They enter Azeroth through the portal.,['They enter Azeroth through the portal.']
4591,tt0803096,"Consumed by the fel, Blackhand barges through orcs and humans alike.","Consumed by the fel, he barges through orcs and humans alike.","['Consumed by the fel, he barges through orcs and humans alike.']"
4592,tt0803096,He pulverizes a knight's helmeted head.,He pulverizes a knight's helmeted head.,"[""He pulverizes a knight's helmeted head.""]"
4593,tt0803096,Another orc lifts a barrisp by the throat and breaks his neck.,Another orc lifts a barrisp by the throat and breaks his neck.,"['Another orc lifts a barris by the throat.', 'He breaks his neck.']"
4594,tt0803096,A knight's gun fires as Blackhand breaks his neck.,A knight's gun fires as he breaks his neck.,"[""A knight's gun fires."", 'He breaks his neck.']"
4595,tt0803096,King Lane looks on as Blackhand flings orcs aside.,He looks on as he flings orcs aside.,"['He looks on.', 'He flings orcs aside.']"
4596,tt0803096,King Lane turns to her.,He turns to her.,['He turns to her.']
4597,tt0803096,He unsheathes her dagger.,He unsheathes her dagger.,['He unsheathes her dagger.']
4598,tt0803096,She shakes her head doffly.,She shakes her head doffly.,['She shakes her head doffly.']
4599,tt0803096,"The king rushes off and slashes an orc's face, then skewers him with his sword.","He rushes off and slashes an orc's face, then skewers him with his sword.","['He rushes off.', ""He slashes an orc's face."", 'He skewers him with his sword.']"
4600,tt0803096,He looks over at fearsome Blackhand stomping through the chaos towards him in his dragon skull armor.,He looks over at fearsome him stomping through the chaos towards him in his dragon skull armor.,"['He looks over at him.', 'He looks over at fearsome him stomping through the chaos towards him.', 'He looks over at him in his dragon skull armor.']"
4601,tt0803096,Blackhand bears his teeth.,He bears his teeth.,['He bears his teeth.']
4602,tt0803096,"Moving behind King Lane, Garona caresses his cheek and he closes his eyes.","Moving behind him, he caresses his cheek and he closes his eyes.","['Moving behind him.', 'He caresses his cheek.', 'He closes his eyes.']"
4603,tt0803096,"Crying, she punches his spine with her dagger.","Crying, she punches his spine with her dagger.","['She punches his spine with her dagger.', 'She cries.']"
4604,tt0803096,Karos turns to see the king drop to his knees.,He turns to see him drop to his knees.,"['He turns to see him.', 'He drops to his knees.']"
4605,tt0803096,"Blackhand cocks his head, a newfound respect for Garona.","He cocks his head, a newfound respect for her.","['He cocks his head.', 'A newfound respect for her is in his eyes.']"
4606,tt0803096,"At the top of the portal steps, two orcs push heartbroken Garona onto the crowd of orcs below.","At the top of the portal steps, two orcs push heartbroken her onto the crowd of orcs below.","['Two orcs push her.', 'She is heartbroken.']"
4607,tt0803096,"As they pass her backwards overhead, she stares miserably at her bloody hand.","As they pass her backwards overhead, she stares miserably at her bloody hand.","['She stares miserably at her bloody hand.', 'She stares miserably at her bloody hand.']"
4608,tt0803096,Gul'dan proffers his hand.,He proffers his hand.,['He proffers his hand.']
4609,tt0803096,"Kneeling before Gul'dan, Garona reaches for his hand.","Kneeling before him, she reaches for his hand.","['She reaches for his hand.', 'She kneels before him.']"
4610,tt0803096,The Horde gather round.,They gather round.,['They gather round.']
4611,tt0803096,Gerona stands before the chanting orcs.,He stands before the chanting orcs.,['He stands before the chanting orcs.']
4612,tt0803096,"Brau creased miserably, she peers up at Gul'dan.","Brau creased miserably, he peers up at him.","['Brau creases miserably.', 'He peers up at him.']"
4613,tt0872230,May enters with a birthday cake.,She enters with a birthday cake.,['She enters with a birthday cake.']
4614,tt0872230,He doves his sweater and hands it to her.,He doves his sweater and hands it to her.,"['He doves his sweater.', 'He hands it to her.']"
4615,tt0872230,May finds it caked with dirt and leaves.,She finds it caked with dirt and leaves.,"['She finds it caked with dirt.', 'She finds it caked with leaves.']"
4616,tt0887912,He pulls it off the rubble and follows it.,He pulls it off the rubble and follows it.,"['He pulls it off the rubble.', 'He follows it.']"
4617,tt0887912,The man keeps watching him.,He keeps watching him.,['He keeps watching him.']
4618,tt0887912,"Still pulling the wire, James comes to the point when it ends in a bundle of wires going in different directions.","Still pulling the wire, he comes to the point when it ends in a bundle of wires going in different directions.","['Still pulling the wire, he comes to the point when it ends in a bundle of wires going in different directions.', 'He comes to the point when it ends in a bundle of wires going in different directions.']"
4619,tt0887912,Sanborn and Eldridge take their covers.,They take their covers.,['They take their covers.']
4620,tt0887912,"James pulls on the wire to unearth five, and then seven more IEDs.","He pulls on the wire to unearth five, and then seven more IEDs.","['He pulls on the wire.', 'He unearths five IEDs.', 'He unearths seven more IEDs.']"
4621,tt0887912,"The man on the balcony watches him, and then rushes inside.","The man on the balcony watches him, and then rushes inside.","['The man on the balcony watches him.', 'He rushes inside.']"
4622,tt0887912,James pulls the wires.,He pulls the wires.,['He pulls the wires.']
4623,tt0887912,The man runs down the stairs.,He runs down the stairs.,['He runs down the stairs.']
4624,tt0887912,James kneels down surrounded by IEDs.,He kneels down surrounded by IEDs.,"['He kneels down.', 'He is surrounded by IEDs.']"
4625,tt0887912,The man rushes down the staircase.,He rushes down the staircase.,['He rushes down the staircase.']
4626,tt0887912,"On the ground, James cuts the wire off the blasting caps.","On the ground, he cuts the wire off the blasting caps.",['He cuts the wire off the blasting caps.']
4627,tt0887912,James cuts off another wire.,He cuts off another wire.,['He cuts off another wire.']
4628,tt0887912,The Iraqi flip-flops still running down.,The Iraqi flip-flops are still running down.,['The Iraqi flip-flops are still running down.']
4629,tt0887912,James picks up the bundle of wires.,He picks up the bundle of wires.,['He picks up the bundle of wires.']
4630,tt0887912,The man comes to the end of the stairs.,He comes to the end of the stairs.,['He comes to the end of the stairs.']
4631,tt0887912,James starts tracking another wire.,He starts tracking another wire.,['He starts tracking another wire.']
4632,tt0887912,The man exits the building.,He exits the building.,['He exits the building.']
4633,tt0887912,James finds yet another IED.,He finds yet another IED.,['He finds yet another IED.']
4634,tt0887912,"Cut to exposed wires attached to a wall, ready for the power source.","Cut to exposed wires attached to a wall, ready for the power source.","['Cut to exposed wires attached to a wall.', 'They are ready for the power source.']"
4635,tt0887912,"The man runs, he passes smiling James, who shows him the last blasting cap.","The man runs, he passes smiling him, who shows him the last blasting cap.","['The man runs.', 'He passes smiling him.', 'He shows him the last blasting cap.']"
4636,tt0887912,The Iraqi stops for a moment and then runs toward the wall.,He stops for a moment and then runs toward the wall.,"['He stops for a moment.', 'He runs toward the wall.']"
4637,tt0887912,"On the stairs he drops a volt battery, passing an Iraqi child, who looks up after him.","On the stairs he drops a volt battery, passing an Iraqi child, who looks up after him.","['He drops a volt battery.', 'He passes an Iraqi child.', 'The child looks up after him.']"
4638,tt0887912,James opens the helmet.,He opens the helmet.,['He opens the helmet.']
4639,tt0887912,James sticks his hand out the window and gives Eldridge his middle finger.,He sticks his hand out the window and gives him his middle finger.,"['He sticks his hand out the window.', 'He gives him his middle finger.']"
4640,tt0887912,Suddenly Sanborn notices three men at a minaret.,Suddenly he notices three men at a minaret.,['He notices three men at a minaret.']
4641,tt0887912,They watch him.,They watch him.,['They watch him.']
4642,tt0887912,"He waves to them, but they don't wave back.","He waves to them, but they don't wave back.","['He waves to them.', ""They don't wave back.""]"
4643,tt0887912,James gets out and opens the hood.,He gets out and opens the hood.,"['He gets out.', 'He opens the hood.']"
4644,tt0887912,The wipes keep moving.,They keep moving.,['They keep moving.']
4645,tt0887912,James pulls out a wire.,He pulls out a wire.,['He pulls out a wire.']
4646,tt0887912,The windshield wipes stop.,They stop.,['They stop.']
4647,tt0887912,"He checks other wires, goes back to the car and start checking under the wheel.","He checks other wires, goes back to the car and start checking under the wheel.","['He checks other wires.', 'He goes back to the car.', 'He starts checking under the wheel.']"
4648,tt0887912,The man at the minaret keep watching.,He keeps watching.,['He keeps watching.']
4649,tt0887912,One waves to Sanborn.,One waves to him.,['One waves to him.']
4650,tt0887912,Sanborn keeps watching them through his sights and notices they are in visual contact with a man with a camera.,He keeps watching them through his sights and notices they are in visual contact with him.,"['He keeps watching them through his sights.', 'He notices they are in visual contact with him.']"
4651,tt0887912,Eldridge runs to the barrier.,He runs to the barrier.,['He runs to the barrier.']
4652,tt0887912,Eldridge runs to get closer to James and calls him.,He runs to get closer to him and calls him.,"['He runs to get closer to him.', 'He calls him.']"
4653,tt0887912,James finally pulls out a small circuit connected to three wires.,He finally pulls out a small circuit connected to three wires.,['He pulls out a small circuit connected to three wires.']
4654,tt0887912,The men at a minaret and the cameraman keep watching the scene.,The men at a minaret and he keep watching the scene.,['The men at a minaret and he keep watching the scene.']
4655,tt0887912,In the car James pulls out a black box connected to a bundle of wires.,In the car he pulls out a black box connected to a bundle of wires.,"['In the car he pulls out a black box.', 'The black box is connected to a bundle of wires.']"
4656,tt0887912,He disconnects it and throws outside.,He disconnects it and throws outside.,"['He disconnects it.', 'He throws outside.']"
4657,tt0887912,His face is wet from sweat.,His face is wet from sweat.,['His face is wet from sweat.']
4658,tt0887912,He looks at the box on the ground and smiles.,He looks at the box on the ground and smiles.,"['He looks at the box on the ground.', 'He smiles.']"
4659,tt0887912,Sanborn fires his gun and hits one of the men on the roof.,He fires his gun and hits one of the men on the roof.,"['He fires his gun.', 'He hits one of the men on the roof.']"
4660,tt0887912,James scans the area with a spotting scope.,He scans the area with a spotting scope.,"['He scans the area.', 'He uses a spotting scope.']"
4661,tt0887912,Sanborn's bullet hits the ground in front of the man.,His bullet hits the ground in front of him.,"['His bullet hits the ground.', 'He is in front of him.']"
4662,tt0887912,It kicks up just a puff of dust.,It kicks up just a puff of dust.,['It kicks up just a puff of dust.']
4663,tt0887912,"Blood spatters off his head, the man rolls on the ground.","Blood spatters off his head, he rolls on the ground.","['Blood spatters off his head.', 'He rolls on the ground.']"
4664,tt0887912,Two men show up in the building's window.,Two men show up in the building's window.,"[""Two men show up in the building's window.""]"
4665,tt0887912,The snipers iron close up.,The snipers iron close up.,['The snipers iron close up.']
4666,tt0887912,A fly lands on his eyelashes.,A fly lands on his eyelashes.,['A fly lands on his eyelashes.']
4667,tt0887912,He doesn't blink.,He doesn't blink.,"[""He doesn't blink.""]"
4668,tt0887912,He aims and fires.,He aims and fires.,"['He aims.', 'He fires.']"
4669,tt0887912,Sanborn's bullet hits the wall.,His bullet hits the wall.,['His bullet hits the wall.']
4670,tt0887912,The men duck to hide.,They duck to hide.,['They duck to hide.']
4671,tt0887912,"Later, the sun goes down.","Later, the sun goes down.","['Later, the sun goes down.']"
4672,tt0887912,Sanborn and James are still in position.,They are still in position.,['They are still in position.']
4673,tt0887912,Flies sit on their faces.,Flies sit on their faces.,['Flies sit on their faces.']
4674,tt0887912,Sanborn fires.,He fires.,['He fires.']
4675,tt0887912,"The shell from the shot falls down in slow motion and turns around in the air, close to the ground, lifting small pieces of rock.","The shell from the shot falls down in slow motion and turns around in the air, close to the ground, lifting small pieces of rock.","['The shell from the shot falls down in slow motion.', 'It turns around in the air, close to the ground.', 'It lifts small pieces of rock.']"
4676,tt0887912,A body hangs off the window.,A body hangs off the window.,['A body hangs off the window.']
4677,tt0887912,A dust devil is spinning across the horizon.,A dust devil is spinning across the horizon.,['A dust devil is spinning across the horizon.']
4678,tt0887912,The shadows are lengthening.,The shadows are lengthening.,['The shadows are lengthening.']
4679,tt0887912,Sanborn and James are still in the same positions on the ridge behind them.,Sanborn and James are still in the same positions on the ridge behind them.,['Sanborn and James are still in the same positions on the ridge behind them.']
4680,tt0887912,An old railway viaduct in the distance.,An old railway viaduct in the distance.,['An old railway viaduct is in the distance.']
4681,tt0887912,Their faces are covered with sweat and dust.,Their faces are covered with sweat and dust.,"['Their faces are covered with sweat.', 'Their faces are covered with dust.']"
4682,tt0887912,Their lips are sun scorched.,Their lips are sun scorched.,['Their lips are sun scorched.']
4683,tt0887912,"They observe the building in tension, ready to shoot.","They observe the building in tension, ready to shoot.","['They observe the building in tension.', 'They are ready to shoot.']"
4684,tt0887912,The dead body still hangs off the window.,The dead body still hangs off the window.,['The dead body still hangs off the window.']
4685,tt0887912,They breathe slow.,They breathe slow.,['They breathe slow.']
4686,tt0887912,"Sanborn's eyelids are getting heavy, but he forces his eyes open.","His eyelids are getting heavy, but he forces his eyes open.","['His eyelids are getting heavy.', 'He forces his eyes open.']"
4687,tt0887912,James starts coughing.,He starts coughing.,['He starts coughing.']
4688,tt0887912,He spits on the ground.,He spits on the ground.,['He spits on the ground.']
4689,tt0887912,Eldridge starts searching.,He starts searching.,['He starts searching.']
4690,tt0887912,There are empty plastic bottles scattered around by their backpacks.,There are empty plastic bottles scattered around by their backpacks.,"['There are empty plastic bottles scattered around.', 'They are scattered around by their backpacks.']"
